Date,nps,ComoMejorar
17/02/2023 17:54,9,EFECTIVIDAD
17/02/2023 17:43,10,FACIL
17/02/2023 17:40,10,"porque me hacen la vida mas facil, su atencion"
17/02/2023 17:37,10,siempre he viajado con ustedes
17/02/2023 17:36,9,no words
17/02/2023 17:32,10,Buena experiencia de usuario
17/02/2023 17:25,10,ES LA PRIMERA VEZ ME HA SIDO  FACIL LA RESERACION
17/02/2023 17:15,10,Es muy agil
17/02/2023 17:13,10,EXCELENTE PRECIO Y SERVICIO
17/02/2023 17:13,10,facilidad en los cambios y reembolsos
17/02/2023 17:07,10,ME FUE MUY SIMPLE HACER MI CAMBIO
17/02/2023 16:55,10,FUE FÁCIL Y RÁPIDO
17/02/2023 16:22,10,.
17/02/2023 16:18,10,RAPIDEZ
17/02/2023 16:06,10,me resolvieron y fué rápido
17/02/2023 15:54,10,gracias
17/02/2023 15:52,10,EXCELENTE
17/02/2023 15:36,10,Ha sido practico y agradable el proceso de cambio de mi vuelo
17/02/2023 15:30,9,ME GUSTA
17/02/2023 13:44,10,EL PROCESO FUE FACIL DE SEGUIR
17/02/2023 05:53,10,Muy practico
17/02/2023 05:33,9,PRACTICO
17/02/2023 04:06,10,me gusta la app
17/02/2023 03:14,10,todo bien
17/02/2023 02:51,10,LO HAN HECHO MAS SENCILLO
17/02/2023 02:15,9,ES MUY PRACTICA
17/02/2023 02:13,10,Buen Precio
17/02/2023 01:50,10,Muy fácil y rápido
17/02/2023 01:29,10,Es muy fácil cambiar los vuelos! es increíble!
17/02/2023 00:56,10,PORQUE AGILIZA LOS CAMBIOS
17/02/2023 00:17,10,Exelente
16/02/2023 23:42,9,ES SENCILLO
16/02/2023 23:25,10,POR EFICIENTES
16/02/2023 23:03,9,FUE FACIL EL PROCESO
16/02/2023 23:01,9,es bueno
16/02/2023 22:06,10,A MI ME AN QUEDADO MUY BIEN SIEMPRE
16/02/2023 22:04,10,EXCELENTE SERVICIO
16/02/2023 21:57,9,Recibí la atención adecuada
16/02/2023 21:55,10,esta bueno
16/02/2023 21:33,10,excelente
16/02/2023 20:32,10,FUE MUY FACIL
16/02/2023 20:30,10,PORQUE ES MUY RAPIDO Y SENCILLO
16/02/2023 20:21,10,Fue muy fácil
16/02/2023 20:06,10,EXCELENTE SERVICIO
16/02/2023 19:28,10,FACILIDAD DE USO
16/02/2023 19:26,9,facil y rapído
16/02/2023 19:21,10,es sencillo el proceso
16/02/2023 19:01,10,SERVICIO
16/02/2023 18:53,10,muy rapido y mas economigo
16/02/2023 18:48,10,"POR LO AGIL QUE ES EL SISTEMA,HAN MEJORADO"
16/02/2023 17:59,10,servicio
16/02/2023 17:21,10,Buen servicio al cliente
16/02/2023 17:15,10,La plataforma tuvo solución a lo que necesitaba sin tener que llamar o acudir a una centro de atención
16/02/2023 17:09,10,Es fácil hacer cambios
16/02/2023 16:45,9,RAPIDO
16/02/2023 16:21,10,"Son la mejor aerolínea no solo en sus buenos precios, san respuesta rápida y oportuna."
16/02/2023 16:08,10,Excelente opcion
16/02/2023 15:42,10,todo fue sencillo y claro
16/02/2023 15:37,10,Stio de internet muy amigable y facil de utilizar y sobre todo muy util
16/02/2023 15:04,10,SÚPER práctico y sencillo
16/02/2023 14:59,9,bastante rapido
16/02/2023 06:42,10,"Ha sido facil, lento pero facil"
16/02/2023 05:44,9,.
16/02/2023 05:27,10,me encanta su flexibilidad con los cambios
16/02/2023 04:40,10,todo bien
16/02/2023 04:13,9,Facil navegación en su página
16/02/2023 03:43,10,FACIL DE TRAMITAR
16/02/2023 03:27,10,ok
16/02/2023 03:25,10,BUENO
16/02/2023 03:23,9,costo beneficio
16/02/2023 02:56,10,Me gusta mucho1
16/02/2023 02:47,10,GRACIAS
16/02/2023 02:19,9,Proceso agil e inmediato
16/02/2023 02:12,10,puede hacer los cambios que requeria
16/02/2023 02:05,10,Muy amigable y rapido
16/02/2023 01:42,10,Por la facilidad para realizar cualquier cambio
16/02/2023 01:21,10,x18
16/02/2023 01:19,10,fue rapido  facil
16/02/2023 00:51,10,La sencillez solo falta la compra del I94 para viajar después de 16 millas
16/02/2023 00:48,10,Por que es muy práctico y rápido
16/02/2023 00:19,10,Buenos precios
15/02/2023 23:55,10,TODO BIEN HASTA AHORITA
15/02/2023 22:39,10,buen servicio
15/02/2023 22:39,10,"siempre precios bajos, muchos destinos :)"
15/02/2023 22:23,9,es rápido y sencillo
15/02/2023 22:23,10,Es rapido
15/02/2023 22:12,9,POR LA COMODIDAD
15/02/2023 22:08,10,excelente servicio
15/02/2023 21:37,10,Facil
15/02/2023 21:34,9,FUE FACIL HACER EL CAMBIO
15/02/2023 21:24,10,Excelente servicio
15/02/2023 20:40,10,ok
15/02/2023 20:38,9,buenas tarifas
15/02/2023 19:59,10,Por la sencillez del servicio
15/02/2023 19:51,10,rapidez
15/02/2023 19:46,9,ES FACIL USAR SU SITIO WEB Y RESUELVEN RAPIDO LOS CAMBIOS QUE SE SOLICITAN
15/02/2023 19:39,9,excelente servicio
15/02/2023 19:37,10,SE ME HACE EFICIENTE  LA AEROLINEA NO HEMOS TENIDO PROBLEMAS
15/02/2023 19:13,10,fAcil de cambiar ITIN
15/02/2023 18:35,10,es muy facil y rapido
15/02/2023 17:27,10,BUEN SERVICIO
15/02/2023 17:27,10,Factibilidad
15/02/2023 17:24,10,servicio
15/02/2023 17:23,9,precio y oportunidad de pagar la TUA despues
15/02/2023 17:20,9,AGIL
15/02/2023 17:19,9,EXCELENTE
15/02/2023 17:13,10,Todo bien :)
15/02/2023 17:12,10,POR SU SEGURIDAD
15/02/2023 17:07,10,porque son buenos
15/02/2023 16:43,10,si
15/02/2023 16:40,9,PRECIOS BAJOS
15/02/2023 16:34,9,Muy sencillo comprar
15/02/2023 16:30,10,muy claro y ágil
15/02/2023 16:25,10,FUE FACIL
15/02/2023 16:25,10,Muy practica y facil de usar
15/02/2023 16:05,9,FACIL
15/02/2023 15:26,9,son economicos
15/02/2023 15:16,10,RAPIDEZ
15/02/2023 15:15,10,J
15/02/2023 15:06,10,excelente
15/02/2023 14:41,10,todo es rapido y facil en su pagina
15/02/2023 12:29,10,PRECIO
15/02/2023 05:51,10,FACIL Y RÁPIDO
15/02/2023 05:31,9,MUY SENCILLO Y EFICIENTE
15/02/2023 04:46,9,ok
15/02/2023 04:21,9,EFICIENTES
15/02/2023 04:07,10,por lo eficaz
15/02/2023 04:01,9,por que se realiza los cambios con efectividad
15/02/2023 03:48,10,Rapidez
15/02/2023 03:47,10,ME AGRADAN LAS FACILIDADES DEL PAGO
15/02/2023 02:34,10,muy facil
15/02/2023 01:09,10,"QUE BUENO QUE SE PUEDEN CAMBIAR LOS VUELOS, LOS AMAMOS, BESITOS! XOXO"
15/02/2023 00:39,10,BONITO
15/02/2023 00:28,10,POR PRECISOS
14/02/2023 23:03,10,.
14/02/2023 22:43,10,Es accesible
14/02/2023 22:22,10,facilidad de uso de la plataforma
14/02/2023 22:09,9,Fácil y práctico.
14/02/2023 21:24,10,todo muy bien
14/02/2023 20:51,9,sistema amable y fácil
14/02/2023 20:06,10,Es muy facil clari y simple
14/02/2023 19:57,9,POR LA FACILIDAD DEL TRAMITE
14/02/2023 19:56,10,TODO BIEN
14/02/2023 19:54,10,buen servicio
14/02/2023 19:30,10,muy rapido
14/02/2023 19:11,10,excelente linea aérea
14/02/2023 18:38,10,eficiiencia
14/02/2023 18:20,10,POR QUE SI
14/02/2023 17:53,9,tanto dejiste de precios con respecto a las llamadas telefonuicas
14/02/2023 17:46,10,"Montos para los pagos, claros"
14/02/2023 17:30,10,facilidad de cambio de vuelo
14/02/2023 17:03,10,PRACTICIDAD
14/02/2023 17:02,9,PLATAFORMA AMIGABLE
14/02/2023 17:00,10,PAGINA AMIGABLE
14/02/2023 17:00,10,Muy ágil
14/02/2023 16:57,10,"hice cambio de fecha solo de ida y me cobraron 65.00 , pero sigo teniendo la duda de si me cobraran penalizacion."
14/02/2023 16:53,9,pagina amigable
14/02/2023 16:49,10,La página fácil de operar
14/02/2023 16:20,10,muy facil de utilizar y rapida y los accesos muy faciles de encontrar.
14/02/2023 16:09,10,MUY FACIL
14/02/2023 16:07,10,ES MUY FACIL USAR LA WEB
14/02/2023 16:06,10,es facil
14/02/2023 15:55,10,muy agil hacer mi cambio de vuelo
14/02/2023 15:55,9,"Funciona muy bien, solo que en ésta ocasión faltó el recordatorio para hacer el check-in y pago de impuestos pendiente"
14/02/2023 13:39,10,fácil  y rapido
14/02/2023 07:23,9,Me encanta viajar en Viva
14/02/2023 05:51,10,TI3NE BUENA ATENCION
14/02/2023 05:39,9,eficiencia
14/02/2023 05:23,10,las tarifas por cambios son realmente baratas
14/02/2023 05:15,10,es rapido y seguro
14/02/2023 04:48,10,"cómodo, sencillo y rápido"
14/02/2023 04:37,10,SEGURIDAD Y ATENCION
14/02/2023 04:28,10,LA APLICACION ES MUY AMIGABLE
14/02/2023 04:26,10,Buen servicio
14/02/2023 04:15,10,Porque fue muy sencillo realizar el tramite
14/02/2023 03:51,10,excelente servicio
14/02/2023 03:38,10,EXCELENTE SERVICIO
14/02/2023 02:25,10,excelente servicio
14/02/2023 01:27,10,excelente servicio y rapídéz
14/02/2023 00:33,9,TODO BIEN
13/02/2023 23:13,10,SUPERÓ MIS ESPECTATIVAS
13/02/2023 23:02,9,Buena atencion
13/02/2023 22:58,10,El cambio de vuelo fue posible. Gracias
13/02/2023 22:39,10,:)
13/02/2023 22:38,10,ES FACIL
13/02/2023 22:08,10,POR QUE ES UNA EMPRESA BUENA
13/02/2023 22:08,10,verificación de vuelos rapido
13/02/2023 21:57,10,gracias
13/02/2023 21:54,9,por que al abordar es muy rápido y al recoger maletas
13/02/2023 21:37,10,todo amigable
13/02/2023 21:18,10,Excelente servicio y rapidez
13/02/2023 21:13,10,facil
13/02/2023 21:04,10,facil y clara
13/02/2023 20:47,10,Facilidad de manejo de la pagina
13/02/2023 20:24,9,ES PRACTICO
13/02/2023 19:58,10,Fue muy sencillo de hacer los cambios y todo fue muy claro en las instrucciones!!!
13/02/2023 19:49,10,exelente
13/02/2023 19:38,10,agil
13/02/2023 19:03,10,ES MUY RÁPIDO HACER TODO EN EL SISTEMA
13/02/2023 19:00,10,muy sencillo de realizar
13/02/2023 18:58,10,"Es facil de usar su pagina, aunque sigo pensando que los costos adicionales algunos son muy altos :S"
13/02/2023 18:50,10,facil y rapido
13/02/2023 18:40,10,SI AMPLIAMEMTE
13/02/2023 18:35,9,MUY AMIGABLE
13/02/2023 18:26,10,:)
13/02/2023 18:21,10,MUY AGIL PARA HACER CAMBIOS DE VUELO
13/02/2023 18:11,10,POR TODO
13/02/2023 18:01,10,muy práctico y el cambio me salió económico
13/02/2023 17:14,10,por la rapidez
13/02/2023 17:07,10,"Muy fácil, amigable y rápido."
13/02/2023 16:56,10,buenas experiencias
13/02/2023 16:27,10,Sencillo y rápido
13/02/2023 16:26,10,Facil y Rapido
13/02/2023 16:06,9,ES FACIL HASTA AHORA EL DETALLE ES QUE DESDE LA APP NO DA LA OPCION DE PAGAR CON PAYPAL YO NO SABIA QUE NO ACEPTABA PARA ASIENTOS PAGO CON TARJETAS Y DEBIA SER DESDE UNA LAP PARA LA OPCION DE PAGAR Y NO SE PUEDE CON TARJETA
13/02/2023 15:44,10,EFICIENCIA Y CALIDAD EN EL SERVICIO
13/02/2023 15:21,9,puntualidad
13/02/2023 14:42,10,"EXCELENTE SERVICIOS, VELOCIDAD, COMODIDAD, TARIFAS."
13/02/2023 14:35,10,intuitivo
13/02/2023 13:25,10,Muy buena a tencion
13/02/2023 06:45,10,bien bien gracias
13/02/2023 05:17,10,MUY BUENA ATENCION
13/02/2023 04:57,10,muy bueno
13/02/2023 04:54,10,EFICIENCIA Y SERVICIO DE LA PLATAFORMA
13/02/2023 04:12,10,Rapidez
13/02/2023 03:28,10,EXCELENTE SERVICIO
13/02/2023 02:56,10,FUE SENCILLO Y RAPIDO
13/02/2023 00:41,10,R
13/02/2023 00:17,10,FUE PRÁCTICO
13/02/2023 00:05,10,Excelente y servicio
12/02/2023 22:50,10,Bueno
12/02/2023 22:50,10,.
12/02/2023 20:53,9,BUENA ATENCIÓN POR WHATSAPP
12/02/2023 20:44,10,EXCELENTE SERVICIO
12/02/2023 19:59,10,FACIL
12/02/2023 19:04,9,confiable y rapido
12/02/2023 18:40,10,muy fácil de llenar los datos
12/02/2023 17:12,10,FACIL USO DE PAGINA WEB Y FACIL CAMBIO DE VUELOS
12/02/2023 16:53,10,Por prácticos
12/02/2023 16:49,9,Todo bien
12/02/2023 16:28,9,Facilidad y rapidez
12/02/2023 15:57,10,muy practico y sencillos los cambios
12/02/2023 15:47,10,FUE MUY FACIL
12/02/2023 07:43,10,Facilidad de servicio
12/02/2023 06:44,10,Facilidad de uso.
12/02/2023 06:39,10,Muy intuitivo
12/02/2023 05:31,10,Por bueno
12/02/2023 05:31,10,"fue rapido, no perdi mi reservacion"
12/02/2023 05:02,10,Por su servicing y precios
12/02/2023 04:58,9,POR SUS TARIFAS
12/02/2023 03:53,10,Facilidad y rapidez.
12/02/2023 03:15,9,muy facil
12/02/2023 03:01,10,excelente
12/02/2023 02:53,10,Por su excelente servicio. Me encanta.
12/02/2023 02:34,10,SUPER EFICIENTE Y RAPIDO
12/02/2023 02:25,10,Eficiencia y rapidez
12/02/2023 01:37,10,muy practico
12/02/2023 01:14,9,ok
11/02/2023 23:42,10,PRECIO
11/02/2023 23:39,10,BUEN SERVICIO
11/02/2023 23:17,10,muy buen servicio
11/02/2023 23:14,10,sin problema alguno en los viajes que he realizado
11/02/2023 23:10,10,Excelente atencion
11/02/2023 22:33,10,porque si
11/02/2023 20:32,10,facilidad en la compra del vuelo
11/02/2023 20:05,10,buen servicio
11/02/2023 19:27,10,Muy sencillo y rápido
11/02/2023 19:23,10,BUEN SERVICIO
11/02/2023 17:20,10,BUENOS PRECIOS
11/02/2023 17:06,10,rapida y facil
11/02/2023 16:56,10,la página WEB es muy fácil manejarla
11/02/2023 16:51,10,:)
11/02/2023 16:49,10,"rápido, efectivo, sin complicaciones"
11/02/2023 16:48,10,Excelente atención muy amables
11/02/2023 13:47,10,facil de conseguir
11/02/2023 13:12,9,sin comentarios
11/02/2023 08:24,10,buen servicio
11/02/2023 05:40,10,Es muy entendible y rapido
11/02/2023 03:51,10,fue rapido y sencillo de navegar
11/02/2023 02:51,10,POR LA RAPIDÉZ
11/02/2023 01:37,9,Agilidad
11/02/2023 01:21,10,EXCELENTE SERVICIO
11/02/2023 00:57,10,Mejoró mucho la calidad del servicio en Viva realmente a principio estaba decepcionada felicidades!
11/02/2023 00:37,10,TODO ES MUY SENCILLO
11/02/2023 00:14,10,PRACTICO
11/02/2023 00:05,10,practico
10/02/2023 22:44,10,Excelente política para poder cambiar un vuelo de fechas¡¡
10/02/2023 22:29,9,Muy. conveniente todo. y relativamente fácil ajustar los vuelos con «smart»
10/02/2023 22:24,10,es buena
10/02/2023 22:06,10,buen servicio
10/02/2023 21:35,10,amigable
10/02/2023 21:25,10,barto
10/02/2023 21:22,10,ES FACIL DE USAR
10/02/2023 21:18,10,"siempre me han hecho facil el volar con ustedes, aunque hace 6 meses me perdieron mi equipaje sigo volando con ustedes"
10/02/2023 21:16,10,buen servicio
10/02/2023 20:45,9,DISPOSICION CAMBIO DE VUELOS
10/02/2023 20:43,10,por que es sencilla
10/02/2023 20:32,10,Sin problemas
10/02/2023 20:27,10,PAGINA AMIGABLE Y CUMPLIDOS  LOS HORARIOS
10/02/2023 20:01,9,porque es la unica mas economica pero no comoda en sus espacios de avion
10/02/2023 19:51,10,El sistema es amigable y es eficiente
10/02/2023 19:02,10,Facil y confiable
10/02/2023 18:39,10,es muy facil encontrar la información  en su pagina.
10/02/2023 18:37,10,Todo es claro y excelentes precios
10/02/2023 18:18,10,Es fácil de usar
10/02/2023 16:45,9,"es accesible aunque para realizar cambios no te permite, y realizar un pago con tarjeta en el momento que el asesor te atiende no es muy productivo"
10/02/2023 16:35,10,SI
10/02/2023 16:13,10,"Ocurrio una emergencia y tuve que cambiar mi vuelo, el cargo extra no fue mucho, estuvo excelente."
10/02/2023 15:45,10,PRECIOS ACCESIBLES
10/02/2023 15:31,10,Es Muy practicó
10/02/2023 15:13,10,Es muy rapida la compra
10/02/2023 14:27,10,-
10/02/2023 07:49,10,PORQU YA HE VIAJADO CON USTEDES < Y TIENE MUY BUEN SERVICIO
10/02/2023 06:22,9,Rápido y fácil para revisar mi información
10/02/2023 05:22,10,ES MUY FACIL Y RAPIDO
10/02/2023 05:15,10,nada
10/02/2023 05:15,10,Excelente servicio
10/02/2023 04:36,10,"ES UN BUEN SERVICIO, COMPLETO Y EXPLICA MUY BIEN CADA SEGMENTO DE COSTOS"
10/02/2023 04:14,9,esta siendo rapido y sencillo hacer el cambio
10/02/2023 04:08,9,todo muy bien
10/02/2023 03:49,10,BUEN PRECIO Y PAGINA MUY AMIGABLE
10/02/2023 03:13,10,LAS FACILIDADES Y RAPIDEZ EN LOS TRAMITES
10/02/2023 03:07,9,Eficiencia
10/02/2023 02:55,10,bien
10/02/2023 02:09,9,es muy efectivo y facil de realizar
10/02/2023 01:54,10,Muy amigable y facil
10/02/2023 01:54,10,Sistema ágil e intuitivo
10/02/2023 00:50,10,gracias
10/02/2023 00:47,10,Por que todo fue muy sencillo. muchas gracias!!
09/02/2023 23:49,10,PORQUE HAY MUCHA FACILIDAD PARA INFORMACION
09/02/2023 23:36,10,muy bien
09/02/2023 23:31,10,pRECIO
09/02/2023 23:29,9,Rapidez
09/02/2023 22:45,9,ES FÁCIL DE ENTENDER EL MANEJO DE LA PÁGINA.
09/02/2023 22:44,10,rapido y eficiente
09/02/2023 22:40,10,faci
09/02/2023 22:36,10,Buen servicio
09/02/2023 22:21,10,Viajes accesibles y seguros
09/02/2023 21:31,9,facil
09/02/2023 21:12,10,MUY EFECTIVO
09/02/2023 21:05,10,POR LOS BAJOS PRECIOS Y FACILIDADES DE PAGO
09/02/2023 20:24,10,RELACION COSTO SERVICIOS
09/02/2023 19:47,9,Amigable y rapido
09/02/2023 19:40,9,Por rapidez para pagar
09/02/2023 19:18,10,Buen proceso para modificación
09/02/2023 18:45,10,ES MUY PRACTICO Y RAPIDO
09/02/2023 18:17,9,Han mejorado mucho
09/02/2023 18:14,9,por la facilidad de ir sin preocupaciones de maletas al viaje
09/02/2023 17:50,10,Por rapidez y comodidad desde casa
09/02/2023 17:14,10,muy sncillo
09/02/2023 16:58,10,Fue muy facil de realizar la
09/02/2023 16:33,10,Excelente serivicio tanto por telefono como en la pagina web
09/02/2023 15:45,10,EFICIENTE
09/02/2023 14:46,10,"MUY RÁPIDO, Y PRÁCTICO"
09/02/2023 14:14,10,rapidez
09/02/2023 13:55,10,FACIL TODO
09/02/2023 13:48,10,facil uso de la plataforma
09/02/2023 12:44,10,rapido y seguro
09/02/2023 10:18,10,LA PLATAFORMA ES FACIL DE MANEJAR. EFICIENTE Y CONFIABLE
09/02/2023 07:05,10,"SUPER SENCILLO HACER LOS CAMBIOS Y A UN PRECIO RAZONABLE, VALE EL COSTO COMPRAR EL SEGURO."
09/02/2023 06:56,10,todo excelente
09/02/2023 06:11,10,El proceso es muy simple
09/02/2023 06:06,9,EXCELENTE SERVICIO
09/02/2023 05:16,10,rapidez
09/02/2023 05:07,10,Súper rapido
09/02/2023 04:45,10,Servicio muy practico
09/02/2023 04:44,9,"parece eficiente, pero tuve algunas dudas"
09/02/2023 04:41,10,"Cuentan con un excelente servicio al cliente, se pueden hacer cambios de manera muy sencilla."
09/02/2023 04:25,9,FACILIDAD DE LA PAGINA
09/02/2023 04:10,10,.
09/02/2023 04:03,10,por el buen servicio
09/02/2023 03:54,10,10
09/02/2023 01:58,9,"ME PARECIÓ AMIGABLE EL SEGUIMIENTO, SOLO UN POCO CONFUSO AL ELEGIR LA MALETA"
09/02/2023 01:15,10,siempre tiene los mejores precios.
09/02/2023 00:55,10,son practicos
09/02/2023 00:11,9,MEJORAR LAS PROMOCIONES A BAJOS COSTOS PERO INCLUYENDO EQUIPAJE MINIMO EL DE 10 KG.
09/02/2023 00:07,10,POE QUE SI
08/02/2023 23:37,10,Por la facilidad en la modificación de datos.
08/02/2023 23:33,10,Util y facil
08/02/2023 23:10,10,por fácil acceso a comprar y cambiar vuelos
08/02/2023 23:02,10,"MUY FACIL DE USAR, TODO MUY CLARO"
08/02/2023 22:42,10,muy facil
08/02/2023 22:13,10,excelente
08/02/2023 22:11,10,rapido y confiable
08/02/2023 21:50,10,"Porque me resuelven fácilmente, gracias."
08/02/2023 21:20,9,"Porque han cambiado su servicio, han sido mas flexibles en lo que el cliente necesita."
08/02/2023 21:13,10,EXCELENTE SERVICIO
08/02/2023 20:57,10,sersvicio claro y agil
08/02/2023 20:56,9,LA ATENCION
08/02/2023 20:56,10,POR SU SERVICIO Y SU PRECIO
08/02/2023 20:56,9,servicio eficiente en tiempo y forma
08/02/2023 20:54,10,"Que fácil y práctico fuemi cambio de vuelo, gracias (:"
08/02/2023 20:49,10,POR LA FACILIDAD DE HACER EL CAMBIO DE FECHA
08/02/2023 20:38,10,POR QUE ME ENCANTA QUE PODAMOS CAMBIAR FECHAS DE VUELO A VECES LOS PLANES NO SIEMPRE SALEN COMO LO PENSAMOS
08/02/2023 20:31,10,muy buena
08/02/2023 20:31,10,Muy eficiente
08/02/2023 19:44,10,GRACIAS
08/02/2023 19:41,10,muy facil el manejo en linea
08/02/2023 19:39,10,Es muy practico y rápido !
08/02/2023 19:39,10,rapido y facil
08/02/2023 19:27,10,Un servicio muy amigable y rápido.
08/02/2023 19:26,9,muy agil
08/02/2023 19:24,10,OK GRS
08/02/2023 19:20,10,eficiencia
08/02/2023 18:32,10,POR EL SERVICIO
08/02/2023 18:26,10,por qué es fácil y rápido
08/02/2023 18:07,10,SI
08/02/2023 17:46,10,todo muy especificado
08/02/2023 17:18,10,Es práctico
08/02/2023 16:39,10,fácil de usar!
08/02/2023 15:26,10,facilidad de compra y se comprende rápido la pagina en internent
08/02/2023 14:42,10,Low Cost
08/02/2023 14:40,10,Plataforma sencilla
08/02/2023 13:44,10,pro servicio
08/02/2023 13:43,10,muy buen servicio
08/02/2023 06:10,10,es muy practico viajar
08/02/2023 05:13,10,EXCELENTE SERVICIO DIGITAL
08/02/2023 04:50,10,ES FACIL
08/02/2023 04:49,10,TODO FACIL
08/02/2023 04:36,10,fue muy facil cambiar la reservacion
08/02/2023 03:33,9,ES efeiciente y practico hacer los cambios de vuelo
08/02/2023 03:31,10,Flexibilidad.
08/02/2023 03:30,10,es muy sencillo hacer o agregar cambios
08/02/2023 03:14,9,"Fuw fácil, ya solo espero el dia del vuelo no tener inconvenientes, ya que sera la primera vez que viaje desde el AIFA"
08/02/2023 03:11,10,FACILIDAD EN LA COMPRA
08/02/2023 02:54,10,muy buenos precios
08/02/2023 02:23,10,POR LA RAPIDEZ
08/02/2023 01:57,10,.
08/02/2023 01:47,10,TODO ES MUY RAPIDO PARA LA REALIZACION DE RESERVACIONES GRACIAS
08/02/2023 01:44,10,Muy accesible la información de la página
08/02/2023 01:42,10,EXCELENTE SERVCIO Y MUY FACIL SU PLATAFORMA DE COMPRA
08/02/2023 01:16,10,siempre un placer viajar con viva aerobús a pesar de las tardanzas de mas de 12 horas no lo cambiaria por ninguna otra aerolínea!
08/02/2023 01:11,9,porque no  es clara la distribución de cargos
08/02/2023 00:39,10,Super sencillo y amigable
07/02/2023 23:54,10,facil y rapido
07/02/2023 23:40,10,NO HAY
07/02/2023 22:57,10,BUEN SERVICIO
07/02/2023 22:56,9,"es amigable, aunque un poco confuso en la cuestion del tipo de equipaje que ya incluye"
